	D00035	D00110	D00136	D00195	D00219	D00225	D00227	D00228	D00234	D00252	D00274	D00283	D00293	D00294	D00303	D00319	D00326	D00329	D00331	D00332	D00335	D00336	D00338	D00340	D00345	D00349	D00351	D00354	D00358	D00364	D00367	D00373	D00379	D00380	D00392	D00394	D00418	D00437	D00438	D00451	D00456	D00464	D00474	D00477	D00480	D00495	D00499	D00504	D00512	D00513	D00519	D00521	D00524	D00528	D00530	D00533	D00536	D00537	D00538	D00539	D00542	D00543	D00544	D00545	D00546	D00547	D00548	D00549	D00550	D00552	D00553	D00560	D00563	D00574	D00593	D00594	D00607	D00611	D00615	D00616	D00617	D00618	D00619	D00629	D00631	D00633	D00636	D00638	D00639	D00640	D00642	D00647	D00648	D00649	D00650	D00651	D00654	D00656	D00658	D00677	D00678	D00694	D00697	D00704	D00708	D00709	D00711	D00726	D00732	D00733	D00735	D00738	D00739	D00740	D00741	D00759	D00760	D00761	D00765	D00771	D00775	D00779	D00791	D00798	D00799	D00809	D00812	D00816	D00823	D00831	D00960	D00963	D00964	D01071	D01108	D01111	D01118	D01242	D01243	D01253	D01256	D01275	D01287	D01295	D01350	D01448	D01450	D01453	D01575	D01599	D01603	D01712	D01768	D01799	D01828	D01854	D01969	D02041	D02086	D02087	D02088	D02092	D02098	D02101	D02163	D02173	D02204	D02207	D02234	D02237	D02253	D02261	D02262	D02272	D02347	D02356	D02360	D02362	D02409	D02461	D02485	D02546	D02566	D02630	D02914	D03037	D03180	D03274	D03365	D03450	D03580	D03742	D03826	D03830	D03878	D03991	D04034	D04048	D04370	D04790	D04985	D04999	D05024	D05077	D05156	D05453	D05458	D05461	D06106	D06172
D00738	0.173913	0.322581	0.323529	0.354839	0.413793	0.205882	0.139535	0.322581	0.261905	0.233333	0.307692	0.354839	0.258065	0.222222	0.257143	0.257143	0.171429	0.243243	0.176471	0.148148	0.315789	0.333333	0.194444	0.2	0.30303	0.210526	0.25	0.206897	0.5	0.314286	0.3	0.419355	0.481481	0.321429	0.16	0.28125	0.307692	0.222222	0.166667	0.181818	0.322581	0.181818	0.206897	0.321429	0.25	0.153846	0.09375	0.28	0.117647	0.233333	0.16129	0.255814	0.153846	0.178571	0.235294	0.266667	0.125	0.138889	0.178571	0.115385	0.04	0.035714	0.08	0.035714	0.035714	0.033333	0.193548	0.28	0.235294	0.192308	0.458333	0.232558	0.344828	0.241379	0.261905	0.333333	0.102041	0.333333	0.1875	0.225	0.195652	0.205128	0.152174	0.184211	0.297297	0.192308	0.243902	0.342105	0.434783	0.216216	0.217391	0.170732	0.097222	0.193548	0.15	0.125	0.181818	0.258065	0.181818	0.482759	0.333333	0.157895	0.28125	0.076923	0.214286	0.291667	0.44	0.3	0.225806	0.257143	0.413793	1	0.28125	0.193548	0.258065	0.104167	0.104651	0.189655	0.16	0.2	0.172414	0.272727	0.243902	0.451613	0.289474	0.28125	0.25	0.25	0.166667	0.352941	0.171429	0.171429	0.108108	0.2	0	0.448276	0.235294	0.177778	0.5	0.25	0.228571	0.255319	0.782609	0.205128	0.045872	0.211538	0.75	0.172414	0.170213	0.413793	0.155556	0.15625	0.2	0.407407	0.171429	0.172414	0.145833	0.366667	0.541667	0.351351	0.619048	0.3	0.205882	0.169231	0.212766	0.366667	0.129032	0.183333	0.214286	0.130435	0.061224	0.314286	0.15625	0.15625	0.166667	0.130435	0.3	0.264706	0.189189	0.176471	0.152174	0.09375	0.25	0.195652	0.170213	0.232558	0.096774	0.208333	0.409091	0.166667	0.177419	0.392857	0.185185	0.163265	0.189189	0.533333	0.142857	0.782609	0.448276	0.15	0.117647	0.384615	0.23913	0.324324	0.204545	0.357143	0.25	0.125	0.058824	0.571429
D00739	0.071429	0.257143	0.454545	0.216216	0.333333	0.222222	0.130435	0.294118	0.365854	0.142857	0.421053	0.323529	0.235294	0.2	0.205128	0.175	0.333333	0.324324	0.194444	0.214286	0.292683	0.309524	0.243243	0.181818	0.210526	0.139535	0.380952	0.151515	0.258065	0.324324	0.272727	0.342857	0.34375	0.333333	0.066667	0.257143	0.275862	0.119048	0.181818	0.235294	0.222222	0.166667	0.266667	0.428571	0.228571	0.1	0.117647	0.166667	0.138889	0.25	0.147059	0.357143	0.137931	0.090909	0.153846	0.171429	0.21875	0.128205	0.2	0.103448	0.035714	0.066667	0.071429	0.066667	0.066667	0.096774	0.212121	0.166667	0.216216	0.307692	0.225806	0.365854	0.272727	0.344828	0.302326	0.309524	0.117647	0.166667	0.22449	0.3	0.183673	0.136364	0.272727	0.142857	0.378378	0.259259	0.317073	0.384615	0.241379	0.333333	0.229167	0.307692	0.188406	0.081081	0.139535	0.170732	0.166667	0.2	0.135135	0.243243	0.236842	0.146341	0.257143	0.107143	0.233333	0.172414	0.3	0.3125	0.366667	0.305556	0.76	0.28125	1	0.428571	0.448276	0.147368	0.166667	0.2	0.173077	0.178571	0.233333	0.363636	0.421053	0.371429	0.405405	0.294118	0.34375	0.30303	0.323529	0.195122	0.157895	0.128205	0.157895	0.114286	0	0.25	0.25	0.166667	0.258065	0.228571	0.179487	0.215686	0.375	0.282051	0.054054	0.294118	0.363636	0.088235	0.234043	0.257143	0.145833	0.081081	0.363636	0.322581	0.157895	0.20339	0.26087	0.257143	0.290323	0.432432	0.193548	0.410256	0.375	0.161765	0.363636	0.294118	0.225806	0.193548	0.183333	0.195652	0.1	0.289474	0.166667	0.166667	0.25	0.25	0.272727	0.314286	0.146341	0.235294	0.302326	0.085714	0.30303	0.348837	0.208333	0.4	0.088235	0.22	0.259259	0.282609	0.169231	0.354839	0.175439	0.25	0.146341	0.4	0.196429	0.333333	0.216216	0.289474	0.108108	0.3	0.276596	0.405405	0.142857	0.366667	0.222222	0.177215	0.114286	0.16129
D00740	0	0.333333	0.257143	0.171429	0.212121	0.212121	0.170732	0.142857	0.238095	0.16129	0.282051	0.171429	0.225806	0.230769	0.34375	0.30303	0.333333	0.40625	0.181818	0.071429	0.195122	0.214286	0.2	0.166667	0.2	0.216216	0.227273	0.172414	0.4	0.25	0.1875	0.264706	0.181818	0.333333	0.076923	0.25	0.137931	0.264706	0.297297	0.310345	0.212121	0.1875	0.259259	0.714286	0.258065	0.115385	0.172414	0.24	0.15625	0.241379	0.166667	0.232558	0.380952	0.142857	0.242424	0.15625	0.4	0.111111	0.230769	0.12	0.041667	0.037037	0.083333	0.037037	0.037037	0.071429	0.384615	0.24	0.205882	0.578947	0.307692	0.209302	0.151515	0.346154	0.238095	0.214286	0.06	0.107143	0.302326	0.371429	0.35	0.277778	0.268293	0.294118	0.27027	0.304348	0.315789	0.219512	0.333333	0.294118	0.145833	0.305556	0.181818	0.125	0.184211	0.222222	0.151515	0.225806	0.151515	0.2	0.228571	0.162162	0.333333	0.125	0.269231	0.111111	0.206897	0.52	0.85	0.34375	0.428571	0.193548	0.428571	1	0.652174	0.105263	0.119048	0.152542	0.14	0.208333	0.222222	0.205882	0.25	0.294118	0.230769	0.290323	0.258065	0.258065	0.322581	0.125	0.212121	0.052632	0.176471	0.060606	0	0.205882	0.366667	0.209302	0.346154	0.21875	0.135135	0.16	0.25	0.15	0.036697	0.169811	0.242424	0.137931	0.227273	0.176471	0.186047	0.125	0.708333	0.193548	0.212121	0.135593	0.255814	0.290323	0.44	0.289474	0.269231	0.275	0.666667	0.086957	0.217391	0.212121	0.172414	0.147541	0.116667	0.085106	0.133333	0.184211	0.106061	0.106061	0.171429	0.243902	0.225806	0.2	0.194444	0.404762	0.3	0.0625	0.21875	0.2	0.285714	0.268293	0.137931	0.23913	0.2	0.25	0.090909	0.225806	0.166667	0.272727	0.131579	0.323529	0.211538	0.25	0.171429	0.153846	0.121212	0.296296	0.272727	0.263158	0.106383	0.193548	0.380952	0.126582	0.129032	0.230769
D00741	0	0.3125	0.277778	0.162162	0.2	0.2	0.190476	0.135135	0.255814	0.117647	0.3	0.162162	0.212121	0.214286	0.285714	0.323529	0.3125	0.305556	0.205882	0.066667	0.214286	0.232558	0.189189	0.15625	0.189189	0.236842	0.217391	0.16129	0.321429	0.236842	0.176471	0.25	0.205882	0.407407	0.111111	0.3125	0.09375	0.285714	0.315789	0.37931	0.2	0.176471	0.241379	0.461538	0.322581	0.148148	0.16129	0.222222	0.147059	0.310345	0.15625	0.25	0.409091	0.172414	0.194444	0.114286	0.37037	0.105263	0.172414	0.111111	0.038462	0.034483	0.076923	0.034483	0.034483	0.066667	0.357143	0.269231	0.194444	0.454545	0.384615	0.227273	0.142857	0.275862	0.285714	0.232558	0.057692	0.178571	0.348837	0.388889	0.333333	0.297297	0.317073	0.314286	0.289474	0.28	0.333333	0.238095	0.307692	0.314286	0.14	0.361111	0.212121	0.085714	0.146341	0.179487	0.142857	0.212121	0.142857	0.222222	0.216216	0.153846	0.3125	0.115385	0.25	0.066667	0.193548	0.37931	0.56	0.363636	0.448276	0.258065	0.448276	0.652174	1	0.138298	0.156627	0.166667	0.134615	0.192308	0.206897	0.194444	0.268293	0.277778	0.25	0.3125	0.28125	0.242424	0.30303	0.119048	0.235294	0.05	0.166667	0.057143	0	0.228571	0.30303	0.227273	0.423077	0.205882	0.128205	0.153846	0.3125	0.142857	0.055046	0.185185	0.30303	0.166667	0.272727	0.2	0.232558	0.151515	0.653846	0.21875	0.2	0.131148	0.272727	0.272727	0.357143	0.307692	0.296296	0.292683	0.615385	0.1	0.234043	0.2	0.285714	0.16129	0.112903	0.104167	0.152174	0.175	0.102941	0.102941	0.162162	0.292683	0.212121	0.189189	0.216216	0.355556	0.317073	0.058824	0.242424	0.217391	0.333333	0.255814	0.129032	0.255319	0.185185	0.23913	0.104478	0.212121	0.181818	0.318182	0.125	0.305556	0.226415	0.3125	0.194444	0.175	0.147059	0.275862	0.318182	0.282051	0.102041	0.181818	0.291667	0.109756	0.15625	0.259259
D00759	0.032609	0.159574	0.153061	0.134021	0.135417	0.147368	0.135922	0.135417	0.222222	0.09375	0.19	0.157895	0.150538	0.097826	0.166667	0.142857	0.159574	0.163265	0.125	0.064516	0.168317	0.212121	0.14433	0.11828	0.15625	0.151515	0.205882	0.072917	0.094737	0.1875	0.114583	0.178947	0.136842	0.129032	0.031915	0.172043	0.096774	0.154639	0.206186	0.163043	0.135417	0.138298	0.084211	0.09375	0.136842	0.031579	0.040404	0.06383	0.104167	0.105263	0.11828	0.232323	0.088889	0.074468	0.134021	0.104167	0.155556	0.10101	0.097826	0.031915	0	0.010417	0.021505	0.010417	0.010417	0.010204	0.141304	0.086957	0.145833	0.1	0.095745	0.19802	0.126316	0.083333	0.152381	0.2	0.099099	0.06383	0.262626	0.181818	0.23	0.185567	0.247423	0.164948	0.208333	0.076087	0.166667	0.122642	0.086022	0.141414	0.127273	0.195876	0.245763	0.060606	0.175258	0.177083	0.114583	0.138298	0.114583	0.121212	0.154639	0.142857	0.147368	0.010526	0.073684	0.03125	0.094737	0.114583	0.115789	0.154639	0.147368	0.104167	0.147368	0.105263	0.138298	0.8125	0.537736	0.383838	0.115044	0.076923	0.073684	0.145833	0.166667	0.177083	0.17	0.159574	0.16129	0.148936	0.157895	0.096154	0.112245	0.058252	0.112245	0.050505	0.052632	0.111111	0.145833	0.174757	0.094737	0.148936	0.132653	0.144144	0.123711	0.185567	0.109756	0.149123	0.134021	0.085106	0.23	0.135417	0.188119	0.082474	0.145833	0.115789	0.135417	0.172414	0.255102	0.135417	0.09375	0.191919	0.073684	0.176471	0.135417	0.170732	0.157407	0.123711	0.119565	0.349515	0.214286	0.090909	0.090909	0.151515	0.20339	0.213675	0.1	0.25	0.150538	0.14433	0.154639	0.174312	0.186275	0.05102	0.16129	0.194175	0.160377	0.163462	0.030303	0.223301	0.087912	0.148148	0.215517	0.138298	0.333333	0.190476	0.108911	0.175258	0.269231	0.123711	0.122449	0.117647	0.039216	0.130435	0.25	0.193878	0.09009	0.104167	0.088889	0.19697	0.04	0.074468
D00760	0.037037	0.152941	0.172414	0.137931	0.088889	0.126437	0.177778	0.152941	0.222222	0.093023	0.213483	0.164706	0.129412	0.071429	0.147727	0.16092	0.152941	0.157303	0.102273	0.073171	0.138298	0.159574	0.149425	0.068966	0.111111	0.170455	0.204301	0.095238	0.081395	0.197674	0.116279	0.188235	0.089888	0.08046	0.036145	0.166667	0.096386	0.147727	0.204545	0.142857	0.126437	0.116279	0.069767	0.105882	0.154762	0.035714	0.045455	0.059524	0.091954	0.119048	0.068966	0.206522	0.115385	0.097561	0.125	0.091954	0.148148	0.076923	0.058824	0.036145	0.024691	0.036145	0.05	0.036145	0.036145	0.035294	0.13253	0.1125	0.137931	0.08642	0.082353	0.222222	0.142857	0.081395	0.111111	0.197802	0.07767	0.085366	0.212766	0.204545	0.244444	0.181818	0.27907	0.159091	0.179775	0.08642	0.213483	0.148936	0.084337	0.159091	0.13	0.153846	0.20354	0.05618	0.144444	0.108696	0.090909	0.090909	0.090909	0.136364	0.134831	0.10989	0.152941	0.024096	0.05814	0.035294	0.107143	0.129412	0.130952	0.147727	0.166667	0.104651	0.166667	0.119048	0.156627	0.523364	1	0.4	0.138614	0.074074	0.096386	0.137931	0.227273	0.2	0.218391	0.166667	0.154762	0.154762	0.151163	0.131868	0.139535	0.065217	0.113636	0.056818	0	0.11236	0.151163	0.208791	0.094118	0.127907	0.086957	0.195876	0.126437	0.155556	0.075472	0.188119	0.125	0.096386	0.244444	0.088889	0.147368	0.093023	0.164706	0.079545	0.139535	0.136364	0.317647	0.152941	0.093023	0.229885	0.070588	0.211111	0.152941	0.176991	0.212766	0.152941	0.164557	0.347368	0.213592	0.068627	0.079208	0.144444	0.201835	0.18018	0.087912	0.282353	0.142857	0.162791	0.134831	0.17	0.235955	0.045455	0.154762	0.230769	0.166667	0.170213	0.034091	0.210526	0.08642	0.153061	0.181818	0.142857	0.301075	0.1875	0.097826	0.183908	0.186275	0.113636	0.125	0.144444	0.043956	0.120482	0.280899	0.218391	0.067961	0.091954	0.0875	0.214876	0.044944	0.058824
D00761	0.054545	0.180328	0.245902	0.237288	0.180328	0.220339	0.19403	0.263158	0.354839	0.152542	0.261538	0.258621	0.22807	0.122807	0.209677	0.153846	0.241379	0.222222	0.163934	0.068966	0.208955	0.257576	0.233333	0.116667	0.193548	0.166667	0.30303	0.137931	0.116667	0.241935	0.22807	0.271186	0.163934	0.114754	0.052632	0.220339	0.140351	0.136364	0.15942	0.166667	0.2	0.206897	0.118644	0.152542	0.224138	0.051724	0.047619	0.086207	0.131148	0.152542	0.116667	0.307692	0.070175	0.142857	0.196721	0.15	0.080645	0.142857	0.103448	0.052632	0.036364	0.052632	0.074074	0.052632	0.052632	0.050847	0.172414	0.145455	0.237288	0.127273	0.118644	0.3125	0.22807	0.155172	0.2	0.276923	0.103896	0.145455	0.205479	0.269841	0.211268	0.147059	0.3125	0.134328	0.234375	0.127273	0.28125	0.205882	0.142857	0.206349	0.208333	0.234375	0.170213	0.079365	0.222222	0.1875	0.147541	0.147541	0.147541	0.213115	0.209677	0.190476	0.2	0.035088	0.101695	0.050847	0.175439	0.166667	0.15	0.171875	0.2	0.189655	0.2	0.152542	0.166667	0.356436	0.4	1	0.186667	0.12963	0.160714	0.196721	0.242424	0.288136	0.269841	0.2	0.20339	0.20339	0.237288	0.203125	0.16129	0.125	0.220339	0.080645	0	0.177419	0.196721	0.272727	0.135593	0.224138	0.15625	0.232877	0.180328	0.238095	0.090226	0.220779	0.177419	0.140351	0.228571	0.180328	0.169014	0.133333	0.15873	0.15	0.220339	0.192771	0.365079	0.2	0.133333	0.246154	0.12069	0.257576	0.180328	0.304878	0.222222	0.263158	0.137931	0.59375	0.356164	0.077922	0.077922	0.262295	0.296296	0.280488	0.15873	0.31746	0.25	0.275862	0.209677	0.213333	0.2	0.064516	0.20339	0.323077	0.131579	0.235294	0.048387	0.289855	0.148148	0.144737	0.316456	0.25	0.357143	0.222222	0.171875	0.283333	0.283784	0.180328	0.196721	0.115942	0.045455	0.175439	0.294118	0.230769	0.105263	0.210526	0.12963	0.273684	0.030769	0.103448
D00765	0.068182	0.22	0.140351	0.215686	0.089286	0.051724	0.061538	0.109091	0.123077	0.017857	0.145161	0.127273	0.053571	0.039216	0.066667	0.142857	0.051724	0.1	0.052632	0.108696	0.09375	0.107692	0.05	0.037037	0.067797	0.118644	0.153846	0.018519	0.076923	0.2	0.092593	0.142857	0.111111	0.055556	0.065217	0.12963	0.102041	0.103448	0.112903	0.072727	0.089286	0.053571	0.057692	0.075472	0.090909	0.086957	0.078431	0.019608	0.035714	0.075472	0.018182	0.15625	0.162791	0.06	0.033333	0.035714	0.076923	0.173077	0.039216	0.088889	0.022222	0.020833	0.044444	0.020833	0.020833	0.040816	0.096154	0.083333	0.050847	0.085106	0.078431	0.106061	0.134615	0.076923	0.15873	0.142857	0.193548	0.209302	0.115942	0.189655	0.119403	0.116667	0.073529	0.12069	0.133333	0.0625	0.092308	0.109375	0.104167	0.065574	0.151515	0.0625	0.053191	0.017857	0.03125	0.031746	0.035088	0.053571	0.035088	0.166667	0.103448	0.04918	0.12963	0.090909	0.058824	0.085106	0.12	0.092593	0.137255	0.066667	0.150943	0.16	0.173077	0.14	0.134615	0.115044	0.138614	0.186667	1	0.06383	0.018868	0.215686	0.126984	0.160714	0.131148	0.12963	0.111111	0.111111	0.050847	0.1	0.070175	0.244898	0	0.142857	0	0.148148	0.087719	0.073529	0.098039	0.071429	0.105263	0.179104	0.196078	0.116667	0.107438	0.106667	0.192308	0.058824	0.056338	0.12963	0.058824	0.055556	0.127273	0.09434	0.051724	0.173333	0.071429	0.196078	0.096154	0.206897	0.08	0.142857	0.12963	0.21519	0.115942	0.22	0.1	0.197368	0.128205	0.180328	0.058824	0.2	0.205128	0.205128	0.068966	0.058824	0.113208	0.145455	0.04918	0.142857	0.073529	0.122449	0.111111	0.119403	0.119403	0.15873	0.08	0.068493	0.085106	0.206349	0.223684	0.204082	0.166667	0.166667	0.084746	0.137931	0.063291	0.173077	0.148148	0.178571	0.115385	0.142857	0.149254	0.189655	0.073529	0.183673	0.06383	0.157895	0.098039	0.06
D00771	0	0.137931	0.233333	0.214286	0.178571	0.32	0.108108	0.375	0.216216	0.26087	0.194444	0.307692	0.347826	0.470588	0.2	0.16129	0.222222	0.266667	0.28	0	0.2	0.222222	0.296296	0.272727	0.25	0.151515	0.205128	0.35	0.166667	0.266667	0.291667	0.241379	0.185185	0.208333	0	0.222222	0.238095	0.16129	0.138889	0.24	0.222222	0.347826	0.173913	0.208333	0.28	0	0	0.2	0.2	0.26087	0.333333	0.15	0.047619	0.190476	0.214286	0.25	0.166667	0.03125	0.315789	0	0.058824	0.05	0.055556	0.05	0.05	0.045455	0.208333	0.263158	0.307692	0.277778	0.227273	0.184211	0.24	0.217391	0.125	0.189189	0.022222	0.043478	0.139535	0.205882	0.146341	0.147059	0.184211	0.15625	0.176471	0.352941	0.228571	0.162162	0.25	0.233333	0.170732	0.176471	0.092308	0.208333	0.1875	0.275862	0.192308	0.24	0.24	0.25	0.241379	0.285714	0.32	0.111111	0.181818	0	0.272727	0.24	0.25	0.241379	0.178571	0.2	0.178571	0.208333	0.192308	0.076923	0.074074	0.12963	0.06383	1	0.368421	0.172414	0.194444	0.233333	0.205882	0.269231	0.28	0.28	0.214286	0.225806	0.178571	0	0.222222	0	0	0.133333	0.259259	0.184211	0.272727	0.333333	0.206897	0.159091	0.178571	0.147059	0.019231	0.145833	0.172414	0.181818	0.175	0.178571	0.128205	0.16	0.214286	0.25	0.32	0.090909	0.175	0.222222	0.208333	0.2	0.238095	0.189189	0.222222	0.096774	0.166667	0.222222	0.038462	0.145455	0.132075	0	0	0.225806	0.118644	0.118644	0.214286	0.189189	0.291667	0.25	0.2	0.130435	0.184211	0	0.230769	0.175	0.119048	0.184211	0	0.219512	0.210526	0.116279	0.101695	0.24	0.142857	0.139535	0.2	0.225806	0.191489	0.178571	0.214286	0.085714	0	0.166667	0.195122	0.205882	0.125	0.2	0.222222	0.093333	0	0.190476
D00775	0	0.121212	0.205882	0.1875	0.15625	0.233333	0.125	0.233333	0.225	0.222222	0.236842	0.225806	0.25	0.380952	0.176471	0.142857	0.37037	0.235294	0.241379	0.038462	0.15	0.170732	0.392857	0.333333	0.21875	0.135135	0.214286	0.409091	0.142857	0.2	0.25	0.212121	0.16129	0.178571	0	0.193548	0.2	0.142857	0.125	0.206897	0.193548	0.25	0.148148	0.222222	0.285714	0	0	0.217391	0.172414	0.222222	0.391304	0.136364	0.083333	0.16	0.225806	0.214286	0.185185	0.057143	0.26087	0	0.222222	0.190476	0.210526	0.190476	0.190476	0.173913	0.178571	0.166667	0.266667	0.227273	0.192308	0.195122	0.206897	0.185185	0.113636	0.170732	0.020408	0.037037	0.152174	0.25	0.159091	0.131579	0.195122	0.138889	0.189189	0.421053	0.27027	0.27027	0.26087	0.205882	0.181818	0.189189	0.086957	0.269231	0.354839	0.28125	0.458333	0.346154	0.4	0.21875	0.212121	0.212121	0.233333	0.043478	0.153846	0.038462	0.230769	0.206897	0.259259	0.212121	0.233333	0.172414	0.233333	0.222222	0.206897	0.073684	0.096386	0.160714	0.018868	0.368421	1	0.117647	0.305556	0.242424	0.323529	0.233333	0.241379	0.241379	0.357143	0.3125	0.193548	0	0.193548	0	0	0.117647	0.266667	0.195122	0.230769	0.241379	0.258065	0.145833	0.15625	0.131579	0.018519	0.229167	0.151515	0.153846	0.214286	0.15625	0.116279	0.137931	0.225806	0.172414	0.275862	0.084746	0.186047	0.193548	0.178571	0.210526	0.25	0.230769	0.233333	0.107692	0.261905	0.233333	0.068966	0.155172	0.142857	0.021277	0	0.272727	0.129032	0.129032	0.1875	0.2	0.296296	0.3	0.176471	0.12	0.25641	0	0.2	0.243902	0.159091	0.225	0	0.173913	0.173913	0.106383	0.112903	0.25	0.132075	0.177778	0.176471	0.235294	0.153846	0.15625	0.1875	0.076923	0	0.142857	0.261905	0.184211	0.088889	0.172414	0.238095	0.116883	0	0.208333
D00779	0.107143	0.363636	0.361111	0.352941	0.285714	0.184211	0.104167	0.285714	0.266667	0.205882	0.25	0.277778	0.228571	0.121212	0.230769	0.142857	0.216216	0.219512	0.128205	0.206897	0.285714	0.272727	0.236842	0.111111	0.175	0.111111	0.282609	0.114286	0.142857	0.282051	0.264706	0.297297	0.294118	0.205882	0.03125	0.216216	0.266667	0.142857	0.177778	0.162162	0.216216	0.194444	0.258065	0.205882	0.189189	0.0625	0.054054	0.2	0.2	0.171429	0.081081	0.318182	0.0625	0.057143	0.15	0.2	0.212121	0.097561	0.193548	0.064516	0.034483	0.03125	0.033333	0.03125	0.03125	0.060606	0.205882	0.16129	0.15	0.206897	0.21875	0.266667	0.30303	0.25	0.266667	0.272727	0.183673	0.125	0.173077	0.232558	0.18	0.159091	0.14	0.166667	0.268293	0.25	0.145833	0.195652	0.15625	0.225	0.22449	0.155556	0.106667	0.025	0.162791	0.166667	0.131579	0.131579	0.102564	0.342857	0.2	0.2	0.184211	0.103448	0.266667	0.166667	0.290323	0.131579	0.166667	0.170732	0.40625	0.272727	0.363636	0.205882	0.194444	0.145833	0.137931	0.196721	0.215686	0.172414	0.117647	1	0.309524	0.289474	0.292683	0.25	0.257143	0.257143	0.210526	0.219512	0.153846	0.216216	0.125	0.142857	0	0.277778	0.15	0.14	0.212121	0.222222	0.27027	0.235294	0.323529	0.307692	0.044248	0.218182	0.314286	0.055556	0.134615	0.285714	0.142857	0.051282	0.15	0.272727	0.097561	0.263158	0.134615	0.323529	0.138889	0.285714	0.117647	0.244444	0.153846	0.19403	0.270833	0.363636	0.054054	0.209677	0.220339	0.191489	0.037037	0.25	0.2	0.2	0.179487	0.142857	0.194444	0.27027	0.142857	0.207547	0.14	0.114286	0.257143	0.282609	0.156863	0.295455	0.027027	0.148148	0.346154	0.333333	0.203125	0.387097	0.172414	0.22	0.170732	0.282051	0.133333	0.323529	0.352941	0.190476	0.05	0.333333	0.196078	0.292683	0.212766	0.5	0.259259	0.13253	0.052632	0.121212
D00791	0.052632	0.2	0.45	0.195652	0.2	0.285714	0.148148	0.459459	0.404255	0.315789	0.361702	0.486486	0.3	0.210526	0.23913	0.14	0.421053	0.404762	0.232558	0.157895	0.285714	0.326531	0.4	0.166667	0.272727	0.092593	0.333333	0.2	0.195122	0.404762	0.405405	0.540541	0.232558	0.190476	0.02439	0.35	0.205128	0.117647	0.127273	0.209302	0.285714	0.3	0.170732	0.25	0.394737	0.04878	0.066667	0.125	0.243902	0.219512	0.166667	0.425532	0.075	0.095238	0.222222	0.307692	0.166667	0.038462	0.179487	0.05	0.181818	0.135135	0.142857	0.166667	0.166667	0.189189	0.219512	0.125	0.309524	0.157895	0.2	0.404255	0.368421	0.195122	0.222222	0.382979	0.098361	0.097561	0.25	0.319149	0.236364	0.132075	0.346939	0.115385	0.386364	0.222222	0.391304	0.361702	0.179487	0.348837	0.254545	0.270833	0.179487	0.111111	0.340909	0.26087	0.268293	0.181818	0.181818	0.244444	0.295455	0.266667	0.255814	0.078947	0.175	0.1	0.25641	0.238095	0.275	0.266667	0.421053	0.243902	0.421053	0.25	0.268293	0.166667	0.227273	0.242424	0.126984	0.194444	0.305556	0.309524	1	0.567568	0.878788	0.35	0.432432	0.358974	0.447368	0.439024	0.173913	0.08	0.2	0.088889	0	0.170213	0.410256	0.294118	0.225	0.325	0.166667	0.220339	0.317073	0.333333	0.024194	0.55102	0.309524	0.093023	0.36	0.173913	0.160714	0.086957	0.27907	0.214286	0.2	0.227273	0.307692	0.285714	0.219512	0.575	0.146341	0.354167	0.255814	0.186667	0.75	0.255814	0.170732	0.253731	0.285714	0.181818	0.065574	0.311111	0.225352	0.225352	0.222222	0.326531	0.368421	0.365854	0.163265	0.237288	0.434783	0.043478	0.432432	0.511111	0.172414	0.375	0.044444	0.314815	0.189189	0.232143	0.194444	0.238095	0.241935	0.296296	0.23913	0.404762	0.283333	0.285714	0.222222	0.229167	0.0625	0.195122	0.4	0.55	0.137931	0.275	0.162162	0.211765	0.065217	0.121951
